"translation_key","old_language_code","new_language_code","text"
"FORM.FRMAPPSHELL.TENANT","EN-US","en-US","Tenant"
"FORM.FRMAPPSHELL.USER","DE-CH","de-CH","Benutzer"
"FORM.FRMAPPSHELL.USER","EN-US","en-US","User"
"FORM.FRMARTICLEDETAIL.ARTICLE_NAME","DE-CH","de-CH","Artikelname"
"FORM.FRMARTICLEDETAIL.ARTICLE_NAME","EN-US","en-US","Article name"
"FORM.FRMARTICLEDETAIL.ARTICLE_NO","DE-CH","de-CH","Artikel-Nr."
"FORM.FRMARTICLEDETAIL.ARTICLE_NO","EN-US","en-US","Article no."
"FORM.FRMARTICLEDETAIL.ARTICLE_TYPE_CODE","DE-CH","de-CH","Artikeltyp"
"FORM.FRMARTICLEDETAIL.ARTICLE_TYPE_CODE","EN-US","en-US","Article type"
"FORM.FRMARTICLEDETAIL.BARCODE","DE-CH","de-CH","Barcode"
"FORM.FRMARTICLEDETAIL.BARCODE","EN-US","en-US","Barcode"
"FORM.FRMARTICLEDETAIL.CANCEL","DE-CH","de-CH","Abbrechen"
"FORM.FRMARTICLEDETAIL.CANCEL","EN-US","en-US","Cancel"
"FORM.FRMARTICLEDETAIL.CMDCANCEL","DE-CH","de-CH","Abbrechen"
"FORM.FRMARTICLEDETAIL.CMDCANCEL","EN-US","en-US","Cancel"
"FORM.FRMARTICLEDETAIL.CMDSAVE","DE-CH","de-CH","Speichern"
"FORM.FRMARTICLEDETAIL.CMDSAVE","EN-US","en-US","Save"
"FORM.FRMARTICLEDETAIL.DESCRIPTION_TEXT","DE-CH","de-CH","Beschreibung"
"FORM.FRMARTICLEDETAIL.DESCRIPTION_TEXT","EN-US","en-US","Description"
"FORM.FRMARTICLEDETAIL.FORM_TITLE","DE-CH","de-CH","Artikel"
"FORM.FRMARTICLEDETAIL.FORM_TITLE","EN-US","en-US","Article"
"FORM.FRMARTICLEDETAIL.IS_ACTIVE","DE-CH","de-CH","Aktiv"
"FORM.FRMARTICLEDETAIL.IS_ACTIVE","EN-US","en-US","Active"
"FORM.FRMARTICLEDETAIL.LBLARTICLEID","DE-CH","de-CH","ID"
"FORM.FRMARTICLEDETAIL.LBLARTICLEID","EN-US","en-US","ID"
"FORM.FRMARTICLEDETAIL.LBLARTICLENAME","DE-CH","de-CH","Artikelname"
"FORM.FRMARTICLEDETAIL.LBLARTICLENAME","EN-US","en-US","article name"
"FORM.FRMARTICLEDETAIL.LBLARTICLENO","DE-CH","de-CH","Artikel-Nr"
"FORM.FRMARTICLEDETAIL.LBLARTICLENO","EN-US","en-US","Article no."
"FORM.FRMARTICLEDETAIL.LBLARTICLETYPECODE","DE-CH","de-CH","Artikeltyp"
"FORM.FRMARTICLEDETAIL.LBLARTICLETYPECODE","EN-US","en-US","Article type"
"FORM.FRMARTICLEDETAIL.LBLBARCODE","DE-CH","de-CH","Barcode"
"FORM.FRMARTICLEDETAIL.LBLBARCODE","EN-US","en-US","barcode"
"FORM.FRMARTICLEDETAIL.LBLCREATEDAT","DE-CH","de-CH","Erstellt am"
"FORM.FRMARTICLEDETAIL.LBLCREATEDAT","EN-US","en-US","Created on"
"FORM.FRMARTICLEDETAIL.LBLCREATEDBY","DE-CH","de-CH","Erstellt von"
"FORM.FRMARTICLEDETAIL.LBLCREATEDBY","EN-US","en-US","Created by"
"FORM.FRMARTICLEDETAIL.LBLDESCRIPTION","DE-CH","de-CH","Beschreibung"
"FORM.FRMARTICLEDETAIL.LBLDESCRIPTION","EN-US","en-US","Description"
"FORM.FRMARTICLEDETAIL.LBLFORMTITLE","DE-CH","de-CH","Artikeldetail"
"FORM.FRMARTICLEDETAIL.LBLFORMTITLE","EN-US","en-US","Article detail"
"FORM.FRMARTICLEDETAIL.LBLISACTIVE","DE-CH","de-CH","Aktiv"
"FORM.FRMARTICLEDETAIL.LBLISACTIVE","EN-US","en-US","Active"
"FORM.FRMARTICLEDETAIL.LBLPRODUCTGROUPID","DE-CH","de-CH","Warengruppe"
"FORM.FRMARTICLEDETAIL.LBLPRODUCTGROUPID","EN-US","en-US","Product group"
"FORM.FRMARTICLEDETAIL.LBLPURCHASEPRICE","DE-CH","de-CH","Einkaufspreis"
"FORM.FRMARTICLEDETAIL.LBLPURCHASEPRICE","EN-US","en-US","Purchase price"
"FORM.FRMARTICLEDETAIL.LBLSALESPRICE","DE-CH","de-CH","Verkaufspreis"
"FORM.FRMARTICLEDETAIL.LBLSALESPRICE","EN-US","en-US","sales price"
"FORM.FRMARTICLEDETAIL.LBLUNITCODE","DE-CH","de-CH","Einheit"
"FORM.FRMARTICLEDETAIL.LBLUNITCODE","EN-US","en-US","Unit"
"FORM.FRMARTICLEDETAIL.LBLUPDATEDAT","DE-CH","de-CH","Aktualisiert am"
"FORM.FRMARTICLEDETAIL.LBLUPDATEDAT","EN-US","en-US","Updated on"
"FORM.FRMARTICLEDETAIL.LBLUPDATEDBY","DE-CH","de-CH","Aktualisiert von"
"FORM.FRMARTICLEDETAIL.LBLUPDATEDBY","EN-US","en-US","Updated by"
"FORM.FRMARTICLEDETAIL.LBLVATCODE","DE-CH","de-CH","MwSt-Code"
"FORM.FRMARTICLEDETAIL.LBLVATCODE","EN-US","en-US","VAT code"
"FORM.FRMARTICLEDETAIL.PRODUCT_GROUP","DE-CH","de-CH","Artikelgruppe"
"FORM.FRMARTICLEDETAIL.PRODUCT_GROUP","EN-US","en-US","Product group"
"FORM.FRMARTICLEDETAIL.PURCHASE_PRICE","DE-CH","de-CH","Einkaufspreis"
"FORM.FRMARTICLEDETAIL.PURCHASE_PRICE","EN-US","en-US","Purchase price"
"FORM.FRMARTICLEDETAIL.SALES_PRICE","DE-CH","de-CH","Verkaufspreis"
"FORM.FRMARTICLEDETAIL.SALES_PRICE","EN-US","en-US","Sales price"
"FORM.FRMARTICLEDETAIL.SAVE","DE-CH","de-CH","Speichern"
"FORM.FRMARTICLEDETAIL.SAVE","EN-US","en-US","Save"
"FORM.FRMARTICLEDETAIL.UNIT_CODE","DE-CH","de-CH","Einheit"
"FORM.FRMARTICLEDETAIL.UNIT_CODE","EN-US","en-US","Unit"
"FORM.FRMARTICLEDETAIL.VAT_CODE","DE-CH","de-CH","MWST-Code"
"FORM.FRMARTICLEDETAIL.VAT_CODE","EN-US","en-US","VAT code"
"FORM.FRMARTICLEGROUPDETAIL.ARTICLE_GROUP_CODE","DE-CH","de-CH","Artikelgruppen-Code"
"FORM.FRMARTICLEGROUPDETAIL.ARTICLE_GROUP_CODE","EN-US","en-US","Article group code"
"FORM.FRMARTICLEGROUPDETAIL.ARTICLE_GROUP_NAME","DE-CH","de-CH","Artikelgruppen-Name"
"FORM.FRMARTICLEGROUPDETAIL.ARTICLE_GROUP_NAME","EN-US","en-US","Article group name"
"FORM.FRMARTICLEGROUPDETAIL.CANCEL","DE-CH","de-CH","Abbrechen"
"FORM.FRMARTICLEGROUPDETAIL.CANCEL","EN-US","en-US","Cancel"
"FORM.FRMARTICLEGROUPDETAIL.DESCRIPTION","DE-CH","de-CH","Beschreibung"
"FORM.FRMARTICLEGROUPDETAIL.DESCRIPTION","EN-US","en-US","Description"
"FORM.FRMARTICLEGROUPDETAIL.DESCRIPTION_TEXT","DE-CH","de-CH","Beschreibung"
"FORM.FRMARTICLEGROUPDETAIL.DESCRIPTION_TEXT","EN-US","en-US","Description"
"FORM.FRMARTICLEGROUPDETAIL.FORM_TITLE","DE-CH","de-CH","Artikelgruppe"
"FORM.FRMARTICLEGROUPDETAIL.FORM_TITLE","EN-US","en-US","Article group"
"FORM.FRMARTICLEGROUPDETAIL.IS_ACTIVE","DE-CH","de-CH","Aktiv"
"FORM.FRMARTICLEGROUPDETAIL.IS_ACTIVE","EN-US","en-US","Active"
"FORM.FRMARTICLEGROUPDETAIL.PRODUCT_GROUP_CODE","DE-CH","de-CH","Artikelgruppen-Code"
"FORM.FRMARTICLEGROUPDETAIL.PRODUCT_GROUP_CODE","EN-US","en-US","Article group code"
"FORM.FRMARTICLEGROUPDETAIL.PRODUCT_GROUP_NAME","DE-CH","de-CH","Artikelgruppen-Name"
"FORM.FRMARTICLEGROUPDETAIL.PRODUCT_GROUP_NAME","EN-US","en-US","Article group name"
"FORM.FRMARTICLEGROUPDETAIL.SAVE","DE-CH","de-CH","Speichern"
"FORM.FRMARTICLEGROUPDETAIL.SAVE","EN-US","en-US","Save"
"FORM.FRMARTICLEGROUPDETAIL.SORT_ORDER","DE-CH","de-CH","Sortierung"
"FORM.FRMARTICLEGROUPDETAIL.SORT_ORDER","EN-US","en-US","Sort order"
"FORM.FRMARTICLEGROUPLIST.DESCRIPTION_TEXT","DE-CH","de-CH","Beschreibung"
"FORM.FRMARTICLEGROUPLIST.DESCRIPTION_TEXT","EN-US","en-US","Description"
"FORM.FRMARTICLEGROUPLIST.EDIT","DE-CH","de-CH","Bearbeiten"
"FORM.FRMARTICLEGROUPLIST.EDIT","EN-US","en-US","Edit"
"FORM.FRMARTICLEGROUPLIST.FORM_TITLE","DE-CH","de-CH","Artikelgruppen"
"FORM.FRMARTICLEGROUPLIST.FORM_TITLE","EN-US","en-US","Article groups"
"FORM.FRMARTICLEGROUPLIST.IS_ACTIVE","DE-CH","de-CH","Aktiv"
"FORM.FRMARTICLEGROUPLIST.IS_ACTIVE","EN-US","en-US","Active"
"FORM.FRMARTICLEGROUPLIST.PRODUCT_GROUP_CODE","DE-CH","de-CH","Code der Warengruppe"
"FORM.FRMARTICLEGROUPLIST.PRODUCT_GROUP_CODE","EN-US","en-US","Product group code"
"FORM.FRMARTICLEGROUPLIST.PRODUCT_GROUP_ID","DE-CH","de-CH","WG-ID"
"FORM.FRMARTICLEGROUPLIST.PRODUCT_GROUP_ID","EN-US","en-US","PG-ID"
"FORM.FRMARTICLEGROUPLIST.PRODUCT_GROUP_NAME","DE-CH","de-CH","Warengruppe"
"FORM.FRMARTICLEGROUPLIST.PRODUCT_GROUP_NAME","EN-US","en-US","Product group"
"FORM.FRMARTICLEGROUPLIST.REFRESH","DE-CH","de-CH","Aktualisieren"
"FORM.FRMARTICLEGROUPLIST.REFRESH","EN-US","en-US","Refresh"
"FORM.FRMARTICLEGROUPLIST.SEARCH","DE-CH","de-CH","Suche"
"FORM.FRMARTICLEGROUPLIST.SEARCH","EN-US","en-US","Search"
"FORM.FRMARTICLEGROUPLIST.SORT_ORDER","DE-CH","de-CH","Sort"
"FORM.FRMARTICLEGROUPLIST.SORT_ORDER","EN-US","en-US","Sort"
"FORM.FRMARTICLELIST.ARTICLE_NAME","DE-CH","de-CH","Artikelname"
"FORM.FRMARTICLELIST.ARTICLE_NAME","EN-US","en-US","Article name"
"FORM.FRMARTICLELIST.ARTICLE_NO","DE-CH","de-CH","Artikel-Nr."
"FORM.FRMARTICLELIST.ARTICLE_NO","EN-US","en-US","Article no."
"FORM.FRMARTICLELIST.FORM_TITLE","DE-CH","de-CH","Artikel"
"FORM.FRMARTICLELIST.FORM_TITLE","EN-US","en-US","Articles"
"FORM.FRMARTICLELIST.IS_ACTIVE","DE-CH","de-CH","Aktiv"
"FORM.FRMARTICLELIST.IS_ACTIVE","EN-US","en-US","Active"
"FORM.FRMARTICLELIST.PRODUCT_GROUP","DE-CH","de-CH","Artikelgruppe"
"FORM.FRMARTICLELIST.PRODUCT_GROUP","EN-US","en-US","Product group"
"FORM.FRMARTICLELIST.PRODUCT_GROUP_NAME","DE-CH","de-CH","Warengruppe"
"FORM.FRMARTICLELIST.PRODUCT_GROUP_NAME","EN-US","en-US","Product group"
"FORM.FRMARTICLELIST.REFRESH","DE-CH","de-CH","Aktualisieren"
"FORM.FRMARTICLELIST.REFRESH","EN-US","en-US","Refresh"
"FORM.FRMARTICLELIST.SALES_PRICE","DE-CH","de-CH","Verkaufspreis"
"FORM.FRMARTICLELIST.SALES_PRICE","EN-US","en-US","Sales price"
"FORM.FRMARTICLELIST.SEARCH","DE-CH","de-CH","Suche"
"FORM.FRMARTICLELIST.SEARCH","EN-US","en-US","Search"
"FORM.FRMARTICLELIST.UNIT_CODE","DE-CH","de-CH","Einheit"
"FORM.FRMARTICLELIST.UNIT_CODE","EN-US","en-US","Unit"
"FORM.FRMARTICLELIST.VAT_CODE","DE-CH","de-CH","MWST"
"FORM.FRMARTICLELIST.VAT_CODE","EN-US","en-US","VAT"
"FORM.FRMFWNAVIGATIONADMIN.CMDDEACTIVATE","DE-CH","de-CH","Deaktivieren"
"FORM.FRMFWNAVIGATIONADMIN.CMDDEACTIVATE","EN-US","en-US","Deactivate"
"FORM.FRMFWNAVIGATIONADMIN.CMDHIDE","DE-CH","de-CH","Ausblenden"
"FORM.FRMFWNAVIGATIONADMIN.CMDHIDE","EN-US","en-US","Hide"
"FORM.FRMFWNAVIGATIONADMIN.CMDNEWGROUP","DE-CH","de-CH","Neue Gruppe"
"FORM.FRMFWNAVIGATIONADMIN.CMDNEWGROUP","EN-US","en-US","New Group"
"FORM.FRMFWNAVIGATIONADMIN.CMDNEWITEM","DE-CH","de-CH","Neuer Menüpunkt"
"FORM.FRMFWNAVIGATIONADMIN.CMDNEWITEM","EN-US","en-US","New menu item"
"FORM.FRMFWNAVIGATIONADMIN.CMDREFRESH","DE-CH","de-CH","Aktualisieren"
"FORM.FRMFWNAVIGATIONADMIN.CMDREFRESH","EN-US","en-US","Refresh"
"FORM.FRMFWNAVIGATIONADMIN.CMDSAVE","DE-CH","de-CH","Speichern"
"FORM.FRMFWNAVIGATIONADMIN.CMDSAVE","EN-US","en-US","Save"
"FORM.FRMFWNAVIGATIONADMIN.CMDSHOW","DE-CH","de-CH","Anzeigen"
"FORM.FRMFWNAVIGATIONADMIN.CMDSHOW","EN-US","en-US","Display"
"FORM.FRMFWNAVIGATIONADMIN.CMDTESTOPEN","DE-CH","de-CH","Testen"
"FORM.FRMFWNAVIGATIONADMIN.CMDTESTOPEN","EN-US","en-US","Test"
"FORM.FRMFWNAVIGATIONADMIN.DEACTIVATE","DE-CH","de-CH","Deaktivieren"
"FORM.FRMFWNAVIGATIONADMIN.DEACTIVATE","EN-US","en-US","Deactivate"
"FORM.FRMFWNAVIGATIONADMIN.FORM_TITLE","DE-CH","de-CH","Navigation verwalten"
"FORM.FRMFWNAVIGATIONADMIN.FORM_TITLE","EN-US","en-US","Manage navigation"
"FORM.FRMFWNAVIGATIONADMIN.HIDE","DE-CH","de-CH","Ausblenden"
"FORM.FRMFWNAVIGATIONADMIN.HIDE","EN-US","en-US","Hide"
"FORM.FRMFWNAVIGATIONADMIN.LBLCAPTIONKEY","DE-CH","de-CH","Schlüssel"
"FORM.FRMFWNAVIGATIONADMIN.LBLCAPTIONKEY","EN-US","en-US","Key"
"FORM.FRMFWNAVIGATIONADMIN.LBLFALLBACK","DE-CH","de-CH","Ersatztext"
"FORM.FRMFWNAVIGATIONADMIN.LBLFALLBACK","EN-US","en-US","Fallback text"
"FORM.FRMFWNAVIGATIONADMIN.LBLISACTIVE","DE-CH","de-CH","Aktiv"
"FORM.FRMFWNAVIGATIONADMIN.LBLISACTIVE","EN-US","en-US","Active"
"FORM.FRMFWNAVIGATIONADMIN.LBLISEXPANDED","DE-CH","de-CH","Offen, Erweitert"
"FORM.FRMFWNAVIGATIONADMIN.LBLISEXPANDED","EN-US","en-US","Expanded"
"FORM.FRMFWNAVIGATIONADMIN.LBLISVISIBLE","DE-CH","de-CH","Sichtbar"
"FORM.FRMFWNAVIGATIONADMIN.LBLISVISIBLE","EN-US","en-US","Visible"
"FORM.FRMFWNAVIGATIONADMIN.LBLNAVIGATIONENTRIES","DE-CH","de-CH","Navigationspunkte"
"FORM.FRMFWNAVIGATIONADMIN.LBLNAVIGATIONENTRIES","EN-US","en-US","Navigation Entries"
"FORM.FRMFWNAVIGATIONADMIN.LBLNAVIGATIONGROUP","DE-CH","de-CH","Navigationsgruppe"
"FORM.FRMFWNAVIGATIONADMIN.LBLNAVIGATIONGROUP","EN-US","en-US","Navigation Group"
"FORM.FRMFWNAVIGATIONADMIN.LBLOBJECTNAME","DE-CH","de-CH","Objektname"
"FORM.FRMFWNAVIGATIONADMIN.LBLOBJECTNAME","EN-US","en-US","Object Name"
"FORM.FRMFWNAVIGATIONADMIN.LBLOBJECTTYPE","DE-CH","de-CH","Objekttyp"
"FORM.FRMFWNAVIGATIONADMIN.LBLOBJECTTYPE","EN-US","en-US","Object Type"
"FORM.FRMFWNAVIGATIONADMIN.LBLOPENMODE","DE-CH","de-CH","Öffnungsmodus"
"FORM.FRMFWNAVIGATIONADMIN.LBLOPENMODE","EN-US","en-US","Open Mode"
"FORM.FRMFWNAVIGATIONADMIN.LBLPARENTNAVIGATIONID","DE-CH","de-CH","Übergeordnete NavID"
"FORM.FRMFWNAVIGATIONADMIN.LBLPARENTNAVIGATIONID","EN-US","en-US","Parent NavID"
"FORM.FRMFWNAVIGATIONADMIN.LBLSORTORDER","DE-CH","de-CH","Sortierreihenfolge"
"FORM.FRMFWNAVIGATIONADMIN.LBLSORTORDER","EN-US","en-US","Sort Order"
"FORM.FRMFWNAVIGATIONADMIN.NEW_GROUP","DE-CH","de-CH","Neue Gruppe"
"FORM.FRMFWNAVIGATIONADMIN.NEW_GROUP","EN-US","en-US","New group"
"FORM.FRMFWNAVIGATIONADMIN.NEW_ITEM","DE-CH","de-CH","Neuer Eintrag"
"FORM.FRMFWNAVIGATIONADMIN.NEW_ITEM","EN-US","en-US","New item"
"FORM.FRMFWNAVIGATIONADMIN.REFRESH","DE-CH","de-CH","Aktualisieren"
"FORM.FRMFWNAVIGATIONADMIN.REFRESH","EN-US","en-US","Refresh"
"FORM.FRMFWNAVIGATIONADMIN.SAVE","DE-CH","de-CH","Speichern"
"FORM.FRMFWNAVIGATIONADMIN.SAVE","EN-US","en-US","Save"
"FORM.FRMFWNAVIGATIONADMIN.SHOW","DE-CH","de-CH","Einblenden"
"FORM.FRMFWNAVIGATIONADMIN.SHOW","EN-US","en-US","Show"
"FORM.FRMFWTAGCOMPOSER.CMDAPPLY","DE-CH","de-CH","Übernehmen"
"FORM.FRMFWTAGCOMPOSER.CMDAPPLY","EN-US","en-US","Apply"
"FORM.FRMFWTAGCOMPOSER.CMDHELP","DE-CH","de-CH","Hilfe"
"FORM.FRMFWTAGCOMPOSER.CMDHELP","EN-US","en-US","Help"
"FORM.FRMFWTAGCOMPOSER.CMDSAVE","DE-CH","de-CH","Speichern"
"FORM.FRMFWTAGCOMPOSER.CMDSAVE","EN-US","en-US","Save"
"FORM.FRMFWTAGCOMPOSER.LBLBEHAVIOUR","DE-CH","de-CH","Verhalten"
"FORM.FRMFWTAGCOMPOSER.LBLBEHAVIOUR","EN-US","en-US","Behavior"
"FORM.FRMFWTAGCOMPOSER.LBLBEHVIOUR","DE-CH","de-CH","<neu>"
"FORM.FRMFWTAGCOMPOSER.LBLBEHVIOUR","EN-US","en-US","<neu>"
"FORM.FRMFWTAGCOMPOSER.LBLDATE","DE-CH","de-CH","Datum"
"FORM.FRMFWTAGCOMPOSER.LBLDATE","EN-US","en-US","Date"
"FORM.FRMFWTAGCOMPOSER.LBLDISABLED","DE-CH","de-CH","Deaktiviert"
"FORM.FRMFWTAGCOMPOSER.LBLDISABLED","EN-US","en-US","Disabled"
"FORM.FRMFWTAGCOMPOSER.LBLHIDDEN","DE-CH","de-CH","Unsichtbar"
"FORM.FRMFWTAGCOMPOSER.LBLHIDDEN","EN-US","en-US","Hidden"
"FORM.FRMFWTAGCOMPOSER.LBLINTEGER","DE-CH","de-CH","Integer"
"FORM.FRMFWTAGCOMPOSER.LBLINTEGER","EN-US","en-US","Integer"
"FORM.FRMFWTAGCOMPOSER.LBLLOCKED","DE-CH","de-CH","Gesperrt"
"FORM.FRMFWTAGCOMPOSER.LBLLOCKED","EN-US","en-US","Locked"
"FORM.FRMFWTAGCOMPOSER.LBLNUMERIC","DE-CH","de-CH","Numerisch"
"FORM.FRMFWTAGCOMPOSER.LBLNUMERIC","EN-US","en-US","Numeric"
"FORM.FRMFWTAGCOMPOSER.LBLREADONLY","DE-CH","de-CH","Nur lesen"
"FORM.FRMFWTAGCOMPOSER.LBLREADONLY","EN-US","en-US","Read-only"
"FORM.FRMFWTAGCOMPOSER.LBLREQUIRED","DE-CH","de-CH","Benötigt"
"FORM.FRMFWTAGCOMPOSER.LBLREQUIRED","EN-US","en-US","Required"
"FORM.FRMFWTAGCOMPOSER.LBLSETFOCUS","DE-CH","de-CH","Fokus setzen"
"FORM.FRMFWTAGCOMPOSER.LBLSETFOCUS","EN-US","en-US","Set Focus"
"FORM.FRMFWTAGCOMPOSER.LBLTEXTRULES","DE-CH","de-CH","Textregeln"
"FORM.FRMFWTAGCOMPOSER.LBLTEXTRULES","EN-US","en-US","Text Rules"
"FORM.FRMFWTRANSLATIONAUDIT.AUDIT_STATUS","DE-CH","de-CH","Audit-Status"
"FORM.FRMFWTRANSLATIONAUDIT.AUDIT_STATUS","EN-US","en-US","Audit status"
"FORM.FRMFWTRANSLATIONAUDIT.CLEAR_FILTERS","DE-CH","de-CH","Filter loeschen"
"FORM.FRMFWTRANSLATIONAUDIT.CLEAR_FILTERS","EN-US","en-US","Clear filters"
"FORM.FRMFWTRANSLATIONAUDIT.CMDCLEARFILTERS","DE-CH","de-CH","Filter Reset"
"FORM.FRMFWTRANSLATIONAUDIT.CMDCLEARFILTERS","EN-US","en-US","Clear Filters"
"FORM.FRMFWTRANSLATIONAUDIT.CMDCREATEMISSINGROWS","DE-CH","de-CH","Fehlende erstellen"
"FORM.FRMFWTRANSLATIONAUDIT.CMDCREATEMISSINGROWS","EN-US","en-US","Create Missing"
"FORM.FRMFWTRANSLATIONAUDIT.COVERAGE_SUMMARY","DE-CH","de-CH","Abdeckungsuebersicht"
"FORM.FRMFWTRANSLATIONAUDIT.COVERAGE_SUMMARY","EN-US","en-US","Coverage summary"
"FORM.FRMFWTRANSLATIONAUDIT.CREATE_MISSING_ROWS","DE-CH","de-CH","Fehlende Eintraege erzeugen"
"FORM.FRMFWTRANSLATIONAUDIT.CREATE_MISSING_ROWS","EN-US","en-US","Create missing rows"
"FORM.FRMFWTRANSLATIONAUDIT.FORM_TITLE","DE-CH","de-CH","Uebersetzungs-Audit"
"FORM.FRMFWTRANSLATIONAUDIT.FORM_TITLE","EN-US","en-US","Translation audit"
"FORM.FRMFWTRANSLATIONAUDIT.LANGUAGE_CODE","DE-CH","de-CH","Sprache"
"FORM.FRMFWTRANSLATIONAUDIT.LANGUAGE_CODE","EN-US","en-US","Language"
"FORM.FRMFWTRANSLATIONAUDIT.LBLFALLBACKTEXT","DE-CH","de-CH","Ersatztext"
"FORM.FRMFWTRANSLATIONAUDIT.LBLFALLBACKTEXT","EN-US","en-US","Fallback text"
"FORM.FRMFWTRANSLATIONAUDIT.LBLFORMTITLE","DE-CH","de-CH","Übersetzungen prüfen"
"FORM.FRMFWTRANSLATIONAUDIT.LBLFORMTITLE","EN-US","en-US","Translations Audit"
"FORM.FRMFWTRANSLATIONAUDIT.LBLISACTIVE","DE-CH","de-CH","Aktiv"
"FORM.FRMFWTRANSLATIONAUDIT.LBLISACTIVE","EN-US","en-US","Active"
"FORM.FRMFWTRANSLATIONAUDIT.LBLPRODUCTGROUPID","DE-CH","de-CH","Fehlbenennung"
"FORM.FRMFWTRANSLATIONAUDIT.LBLPRODUCTGROUPID","EN-US","en-US","Incorrect naming"
"FORM.FRMFWTRANSLATIONAUDIT.LBLTRANSLATIONKEY","DE-CH","de-CH","Schlüssel"
"FORM.FRMFWTRANSLATIONAUDIT.LBLTRANSLATIONKEY","EN-US","en-US","Key"
"FORM.FRMFWTRANSLATIONAUDIT.LBLTRANSLATIONVALUE","DE-CH","de-CH","Übersetzung"
"FORM.FRMFWTRANSLATIONAUDIT.LBLTRANSLATIONVALUE","EN-US","en-US","Translation"
"FORM.FRMFWTRANSLATIONAUDIT.OPEN_TRANSLATION","DE-CH","de-CH","Uebersetzung oeffnen"
"FORM.FRMFWTRANSLATIONAUDIT.OPEN_TRANSLATION","EN-US","en-US","Open translation"
"FORM.FRMFWTRANSLATIONAUDIT.REFRESH_AUDIT","DE-CH","de-CH","Audit pruefen"
"FORM.FRMFWTRANSLATIONAUDIT.REFRESH_AUDIT","EN-US","en-US","Run audit"
"FORM.FRMFWTRANSLATIONAUDIT.SCOPE_CODE","DE-CH","de-CH","Bereich"
"FORM.FRMFWTRANSLATIONAUDIT.SCOPE_CODE","EN-US","en-US","Scope"
"FORM.FRMFWTRANSLATIONAUDIT.SEARCH","DE-CH","de-CH","Suche"
"FORM.FRMFWTRANSLATIONAUDIT.SEARCH","EN-US","en-US","Search"
"FORM.FRMFWTRANSLATIONEDIT.AUDIT_STATUS","DE-CH","de-CH","Audit-Status"
"FORM.FRMFWTRANSLATIONEDIT.AUDIT_STATUS","EN-US","en-US","Audit status"
"FORM.FRMFWTRANSLATIONEDIT.CANCEL","DE-CH","de-CH","Abbrechen"
"FORM.FRMFWTRANSLATIONEDIT.CANCEL","EN-US","en-US","Cancel"
"FORM.FRMFWTRANSLATIONEDIT.CMDCANCEL","DE-CH","de-CH","Abbrechen"
"FORM.FRMFWTRANSLATIONEDIT.CMDCANCEL","EN-US","en-US","Cancel"
"FORM.FRMFWTRANSLATIONEDIT.CMDDEEPL","DE-CH","de-CH","DeepL"
"FORM.FRMFWTRANSLATIONEDIT.CMDDEEPL","EN-US","en-US","DeepL"
"FORM.FRMFWTRANSLATIONEDIT.CMDSAVE","DE-CH","de-CH","Speichern"
"FORM.FRMFWTRANSLATIONEDIT.CMDSAVE","EN-US","en-US","Save"
"FORM.FRMFWTRANSLATIONEDIT.DE_CH","DE-CH","de-CH","Deutsch (Schweiz)"
"FORM.FRMFWTRANSLATIONEDIT.DE_CH","EN-US","en-US","German (Switzerland)"
"FORM.FRMFWTRANSLATIONEDIT.DEEPL_SUGGESTION","DE-CH","de-CH","DeepL Vorschlag"
"FORM.FRMFWTRANSLATIONEDIT.DEEPL_SUGGESTION","EN-US","en-US","DeepL suggestion"
"FORM.FRMFWTRANSLATIONEDIT.EN_US","DE-CH","de-CH","Englisch (USA)"
"FORM.FRMFWTRANSLATIONEDIT.EN_US","EN-US","en-US","English (US)"
"FORM.FRMFWTRANSLATIONEDIT.FALLBACK_TEXT","DE-CH","de-CH","Fallback-Text"
"FORM.FRMFWTRANSLATIONEDIT.FALLBACK_TEXT","EN-US","en-US","Fallback text"
"FORM.FRMFWTRANSLATIONEDIT.FORM_TITLE","DE-CH","de-CH","Uebersetzung bearbeiten"
"FORM.FRMFWTRANSLATIONEDIT.FORM_TITLE","EN-US","en-US","Edit translation"
"FORM.FRMFWTRANSLATIONEDIT.FR_FR","DE-CH","de-CH","Franzoesisch (Frankreich)"
"FORM.FRMFWTRANSLATIONEDIT.FR_FR","EN-US","en-US","French (France)"
"FORM.FRMFWTRANSLATIONEDIT.LBKSCOPECODE","DE-CH","de-CH","Umfang"
"FORM.FRMFWTRANSLATIONEDIT.LBKSCOPECODE","EN-US","en-US","Scope"
"FORM.FRMFWTRANSLATIONEDIT.LBLAUDITSTATUS","DE-CH","de-CH","Audit-Status"
"FORM.FRMFWTRANSLATIONEDIT.LBLAUDITSTATUS","EN-US","en-US","Audit status"
"FORM.FRMFWTRANSLATIONEDIT.LBLFALLBACKTEXT","DE-CH","de-CH","Fallback-Text"
"FORM.FRMFWTRANSLATIONEDIT.LBLFALLBACKTEXT","EN-US","en-US","Fallback text"
"FORM.FRMFWTRANSLATIONEDIT.LBLSOURCECONTROL","DE-CH","de-CH","Quellsteuerelement"
"FORM.FRMFWTRANSLATIONEDIT.LBLSOURCECONTROL","EN-US","en-US","Source control"
"FORM.FRMFWTRANSLATIONEDIT.LBLSOURCELANGUAGE","DE-CH","de-CH","Ausgangssprache"
